policyholder_id,first_name,last_name,date_of_birth,gender,city,province,driving_license_year
PH-467677D7,Livia,Catalano,2000-07-19,F,Trieste,TS,2022
PH-D14B4973,Teresa,Baglioni,1998-06-13,F,Milano,MI,2016
PH-A82444C5,Gioacchino,Palladio,1959-06-26,M,Torino,TO,1979
PH-1727CF93,Melina,Sabatini,1996-09-05,F,Cagliari,CA,2021
PH-33EF6778,Federigo,Sgarbi,1992-05-11,M,Verona,VR,2017
PH-47916148,Maurizio,Murialdo,1981-08-09,M,Firenze,FI,2001
PH-BF0D6CE5,Ettore,Guicciardini,1990-04-16,M,Bari,BA,2019
PH-FB85B50F,Tiziana,Buonauro,1996-05-19,F,Parma,PR,2015
PH-ABB198E0,Ippazio,Babato,1991-08-26,M,Genova,GE,2009
PH-308EE752,Lilla,Benedetti,1988-01-06,F,Milano,MI,2008
PH-FDD75BCA,Dina,Gabba,1971-12-23,F,Bari,BA,1991
PH-88BF02A7,Gianfrancesco,Gatto,1973-06-15,M,Bologna,BO,1995
PH-9B7E73D7,Geronimo,Jacuzzi,1972-05-26,M,Napoli,NA,1995
PH-673BE1B3,Pierangelo,Toselli,1956-03-22,M,Trieste,TS,1980
PH-CE97B53F,Alessandro,Almagià,1974-11-01,M,Reggio Emilia,RE,1995
PH-21A4521C,Salvatore,Cherubini,1964-06-28,M,Milano,MI,1993
PH-B7E67E6D,Sole,Dossi,1955-09-21,F,Milano,MI,1983
PH-095402D7,Agnolo,Garrone,1981-06-01,M,Firenze,FI,2006
PH-8E74B752,Giosuè,Marino,1983-05-13,M,Brescia,BS,2003
PH-04629437,Guglielmo,Randazzo,1972-09-24,M,Bergamo,BG,2001
PH-D3B1F5EB,Lidia,Navone,1961-09-16,F,Bari,BA,1986
PH-64FB320E,Romeo,Grifeo,1978-10-15,M,Padova,PD,2004
PH-9155F4C5,Evangelista,Schiavo,1999-08-01,F,Verona,VR,2019
PH-03F4E7BE,Leone,Treccani,1956-12-05,M,Torino,TO,1979
PH-D830BC46,Paride,Camicione,1983-09-22,M,Roma,RM,2010
PH-A4257577,Adriano,Tornatore,1989-10-03,M,Roma,RM,2008
PH-628C9893,Nico,Zamorani,1967-09-27,M,Milano,MI,1989
PH-2B04AF84,Ignazio,Mancini,1960-03-08,M,Cagliari,CA,1979
PH-6266C3A0,Tina,Cannizzaro,1965-04-28,F,Torino,TO,1990
PH-B8199C09,Maura,Boccaccio,1978-04-02,F,Napoli,NA,2002
PH-6618915F,Martino,Lercari,1970-07-19,M,Milano,MI,1998
PH-BD9432FD,Manuel,Lerner,1986-11-26,M,Roma,RM,2012
PH-26E0AC87,Giulio,Mancini,1985-04-26,M,Napoli,NA,2013
PH-75AF6FEC,Elisa,Conti,1961-01-13,F,Napoli,NA,1980
PH-5D4B3577,Ugo,Giunti,2000-08-18,M,Messina,ME,2018
PH-EA7761D9,Annetta,Piovani,1960-02-27,F,Sassari,SS,1985
PH-55C291BA,Lucio,Cilibrasi,1955-12-28,M,Torino,TO,1973
PH-79A10DE4,Virginia,Asprucci,1990-10-11,F,Milano,MI,2008
PH-6A498BE4,Stefano,Malaparte,1982-11-23,M,Perugia,PG,2001
PH-438BFEDD,Gabriella,Proietti,1956-08-28,F,Torino,TO,1975
PH-3FA91CD0,Loredana,Pedroni,1956-08-26,F,Bologna,BO,1978
PH-31FAA2AB,Angelica,Faugno,1965-12-25,F,Parma,PR,1990
PH-4121CBAB,Massimo,Garibaldi,1980-05-17,M,Brescia,BS,2002
PH-FD8DAFAA,Tina,Udinesi,1956-06-17,F,Monza,MB,1980
PH-2F0F3843,Silvia,Silvestri,1988-02-02,F,Monza,MB,2015
PH-3353D2DD,Micheletto,Tolentino,1975-01-21,M,Salerno,SA,2002
PH-D66FA1D3,Giulietta,Donati,1968-11-23,F,Torino,TO,1990
PH-1B1E48AB,Filippo,Magrassi,1963-12-24,M,Padova,PD,1989
PH-C816DF32,Cipriano,Semitecolo,1977-09-04,M,Bergamo,BG,1996
PH-6185D45C,Dionigi,Guicciardini,1963-07-26,M,Milano,MI,1992
PH-0E286BF6,Fiorenzo,Morabito,1979-07-20,M,Perugia,PG,2003
PH-92BC8CF4,Sophia,Bruno,1972-09-01,F,Bari,BA,1991
PH-49A3C08B,Gianfrancesco,Norbiato,1982-06-11,M,Lecce,LE,2006
PH-5A029E38,Gianfranco,Martinelli,1957-08-20,M,Trieste,TS,1978
PH-5C4D2B09,Lucrezia,Montanari,1977-05-11,F,Roma,RM,1995
PH-A761DBE3,Niccolò,Gullotta,1988-11-07,M,Padova,PD,2015
PH-D36C6189,Lando,Scarfoglio,1978-03-22,M,Milano,MI,1998
PH-39A7C7B6,Carolina,Segrè,1963-06-16,F,Reggio Emilia,RE,1982
PH-6C8F4E50,Arnulfo,Bondumier,1999-09-27,M,Monza,MB,2021
PH-642AEB42,Sabatino,Ferrari,1994-06-11,M,Bologna,BO,2021
PH-2A057F85,Michela,Casarin,1981-04-05,F,Palermo,PA,2010
PH-0FDB90E8,Teresa,Paruta,1972-01-15,F,Torino,TO,1995
PH-40355248,Virgilio,Mancini,1965-07-28,M,Pescara,PE,1993
PH-FAC561C4,Lucia,Bernini,1982-07-24,F,Verona,VR,2005
PH-82007286,Enzo,Cibin,1991-05-19,M,Perugia,PG,2014
PH-6157E144,Galasso,Moschino,1957-01-12,M,Torino,TO,1975
PH-66B638C5,Pierangelo,Satriani,1974-04-17,M,Roma,RM,1994
PH-F8C5FEF8,Emilio,Mercadante,1965-03-17,M,Cagliari,CA,1984
PH-66169AE6,Filippo,Bottigliero,2003-12-18,M,Palermo,PA,2022
PH-E02F4208,Sergius,Monte,1964-08-13,M,Palermo,PA,1984
PH-BFFC91DA,Federigo,Mazzi,1955-05-22,M,Verona,VR,1978
PH-6DB02F2E,Arturo,Agostinelli,1965-10-02,M,Roma,RM,1986
PH-75CD9FEC,Rocco,Legnante,1991-06-13,M,Cagliari,CA,2018
PH-FE064B71,Giacobbe,Disdero,1967-07-12,M,Taranto,TA,1985
PH-5ACC050D,Priscilla,Cugia,1999-05-08,F,Torino,TO,2017
PH-67EA179A,Melina,Brunelleschi,1993-11-13,F,Roma,RM,2018
PH-94AA9F64,Domenico,Ritacca,1958-07-12,M,Roma,RM,1985
PH-3AD516EA,Serena,Riccardi,1967-01-13,F,Bologna,BO,1986
PH-42C346F9,Patrizio,Respighi,1983-08-26,M,Bologna,BO,2010
PH-497E2025,Matilda,Passalacqua,1955-11-19,F,Bari,BA,1979
PH-9CD90983,Adelmo,Barillaro,1976-10-08,M,Parma,PR,2004
PH-5F2B61C7,Nina,Filippelli,2000-01-26,F,Perugia,PG,2020
PH-F56F3003,Nico,Angeli,1969-06-16,M,Milano,MI,1991
PH-D5127CE1,Ludovico,Turchi,1991-09-08,M,Lecce,LE,2012
PH-7E22BCC6,Elisa,Antonello,1996-02-11,F,Milano,MI,2021
PH-214A75B8,Tatiana,Agnesi,1976-03-03,F,Padova,PD,1994
PH-9BDA8D9A,Gionata,Gemito,1970-11-12,M,Lecce,LE,1996
PH-CC20F263,Matteo,Mazzanti,1987-07-20,M,Messina,ME,2007
PH-8EBFE011,Cecilia,Camilleri,1975-11-07,F,Napoli,NA,1999
PH-05FA7740,Oreste,Telesio,1977-12-24,M,Pescara,PE,2003
PH-A3063621,Liberto,Desio,1972-01-15,M,Roma,RM,1998
PH-F1B51261,Baccio,Beccheria,1997-02-21,M,Torino,TO,2020
PH-0AC37213,Lazzaro,Maderna,1957-02-08,M,Messina,ME,1979
PH-8A583759,Rolando,Trebbi,1998-09-14,M,Parma,PR,2018
PH-C1FF4C22,Venancio,Moresi,1980-09-10,M,Padova,PD,2007
PH-1E4CA89A,Marcella,Chigi,1993-11-17,F,Milano,MI,2012
PH-49489BEC,Isa,Stoppani,1994-07-09,F,Roma,RM,2018
PH-BE753973,Laura,Farinelli,1972-09-13,F,Verona,VR,2001
PH-D557E741,Dolores,Pininfarina,2000-06-08,F,Bari,BA,2019
PH-189B7F59,Alessia,Geraci,2000-06-05,F,Roma,RM,2022
PH-C1E20B1A,Fabrizia,Chechi,1962-06-20,F,Roma,RM,1991
PH-9E4FD269,Giacomo,Argenti,1971-06-10,M,Padova,PD,1996
PH-EE249BFE,Toni,Doglioni,1971-04-10,M,Brescia,BS,1997
PH-2048F293,Cassandra,Ottino,1990-06-17,F,Napoli,NA,2008
PH-2ACFBED1,Angelo,Panicucci,1960-12-09,M,Napoli,NA,1984
PH-9E96590B,Giovanni,Ughi,1967-09-24,M,Brescia,BS,1991
PH-D83E68B2,Rossana,Bellò,1956-10-23,F,Firenze,FI,1977
PH-A1112773,Antonio,Cannizzaro,1991-01-21,M,Roma,RM,2019
PH-39703AA1,Sophia,Antonucci,1989-11-14,F,Milano,MI,2008
PH-B65745B3,Annalisa,Carriera,1970-11-06,F,Bologna,BO,1988
PH-ECB92562,Luciana,Ruggeri,1997-12-02,F,Padova,PD,2015
PH-E5C6B5C2,Nino,Catalano,1977-12-04,M,Milano,MI,2001
PH-0467301B,Paloma,Grimani,1956-07-27,F,Reggio Emilia,RE,1985
PH-E5F5D972,Salvatore,Correr,1960-09-20,M,Milano,MI,1981
PH-B05A1089,Geronimo,Aloisio,1993-05-07,M,Torino,TO,2014
PH-313DFA82,Giuseppina,Puglisi,1958-06-26,F,Verona,VR,1982
PH-8D9BF329,Ciro,Trebbi,1999-10-19,M,Roma,RM,2019
PH-04E8802C,Germana,Ciani,1992-11-09,F,Milano,MI,2021
PH-CD37EF33,Piero,Campano,1994-05-19,M,Catania,CT,2023
PH-4186D718,Monica,Casagrande,1973-12-24,F,Roma,RM,1998
PH-631D56B3,Ignazio,Carnera,2001-02-04,M,Torino,TO,2023
PH-42164DCE,Coriolano,Tanzini,2000-10-28,M,Messina,ME,2023
PH-C6A9C685,Emma,Filippini,1995-04-12,F,Milano,MI,2023
PH-15E03137,Gelsomina,Treves,1996-12-17,F,Torino,TO,2022
PH-C75FB5BF,Erika,Odescalchi,1968-09-13,F,Roma,RM,1988
PH-8A1DE79D,Pierangelo,Malacarne,1993-01-16,M,Padova,PD,2014
PH-E6B12F04,Ernesto,Barracco,1967-01-09,M,Roma,RM,1992
PH-FF1180FA,Stefano,Foletti,1957-02-18,M,Roma,RM,1977
PH-38B2EF9D,Santino,Montalti,1958-03-15,M,Torino,TO,1984
PH-BCBCE341,Fiamma,Acerbi,1991-01-12,F,Roma,RM,2020
PH-25F7903D,Alberico,Bruno,2002-09-18,M,Salerno,SA,2022
PH-C53E6018,Camilla,Tafuri,1984-10-19,F,Milano,MI,2012
PH-DC705F97,Enzio,Bulzoni,1975-04-27,M,Roma,RM,1994
PH-B0FDB220,Tullio,Borromeo,1968-11-20,M,Roma,RM,1994
PH-F73753FE,Ciro,Guarato,1988-07-24,M,Cagliari,CA,2012
PH-782541AE,Gianni,Saracino,1973-03-05,M,Milano,MI,1998
PH-6E73A23B,Laureano,Iannotti,1967-09-26,M,Milano,MI,1994
PH-7A8D5D90,Marisa,Benigni,1975-05-13,F,Lecce,LE,2003
PH-F67862AC,Ciro,Druso,1977-05-28,M,Salerno,SA,2006
PH-43623B44,Angelina,Maderna,1994-08-27,F,Roma,RM,2023
PH-B88709F0,Lauretta,Mazzeo,1964-10-27,F,Taranto,TA,1988
PH-1D7F1DAE,Pompeo,Carriera,1980-02-10,M,Taranto,TA,1998
PH-882B9589,Cesare,Beccheria,1964-08-27,M,Firenze,FI,1984
PH-C55DDE5B,Adriana,Cicilia,2001-05-01,F,Salerno,SA,2020
PH-C7DB601C,Stefania,Donatoni,1975-03-23,F,Padova,PD,1999
PH-D487AD6D,Imelda,Nugnes,1970-07-21,F,Bari,BA,1999
PH-7C774458,Margherita,Inzaghi,1965-08-07,F,Torino,TO,1983
PH-219ABA3C,Zaira,Caboto,1969-07-18,F,Brescia,BS,1990
PH-8B6E1C9A,Niccolò,Moschino,1968-02-12,M,Roma,RM,1997
PH-B188DE73,Fiorenzo,Carnera,1990-11-21,M,Firenze,FI,2012
PH-F0B954BF,Lolita,Piccinni,1955-09-11,F,Bari,BA,1980
PH-3E8C5DA2,Mariana,Lancisi,1977-09-25,F,Napoli,NA,1995
PH-69F0AEA3,Orlando,Sobrero,2001-03-24,M,Firenze,FI,2019
PH-428977BE,Pierpaolo,Depero,1984-11-13,M,Torino,TO,2012
PH-D4C44F86,Camilla,Chiappetta,1988-03-28,F,Roma,RM,2014
PH-C44A775F,Atenulf,Cuomo,1999-05-22,M,Padova,PD,2019
PH-1DA43B19,Bianca,Pratesi,1992-01-17,F,Brescia,BS,2021
PH-007C6130,Rita,Soprano,1998-07-25,F,Napoli,NA,2021
PH-E93B35B5,Pierina,Roncalli,1964-08-22,F,Roma,RM,1988
PH-B8BD5686,Elena,Parisi,1956-06-12,F,Roma,RM,1975
PH-DBE6E093,Micheletto,Badoer,1956-03-15,M,Monza,MB,1979
PH-83502799,Domenico,Soranzo,1994-02-14,M,Bologna,BO,2023
PH-3C00EDF9,Sergius,Carfagna,1980-08-28,M,Roma,RM,2009
PH-F547B6CD,Piergiorgio,Rossetti,1970-08-17,M,Catania,CT,1988
PH-181C43B4,Antonino,Bocca,1998-03-05,M,Cagliari,CA,2023
PH-CD71E34D,Giulio,Mazzocchi,1962-09-02,M,Milano,MI,1984
PH-D67826C6,Alberico,Trezzini,1976-01-25,M,Monza,MB,1994
PH-82764085,Gianfranco,Moretti,1972-03-27,M,Palermo,PA,1995
PH-3613DB38,Ugolino,Treves,1977-01-21,M,Roma,RM,2003
PH-92CBAD6F,Tiziana,Caetani,1992-12-24,F,Milano,MI,2013
PH-2FD4A464,Luisa,Grasso,1982-08-08,F,Bari,BA,2003
PH-4162CAA5,Maura,Muti,2000-09-27,F,Brescia,BS,2018
PH-294DB4E0,Stefania,Pavanello,1966-05-21,F,Napoli,NA,1988
PH-AC92540A,Enzio,Zaccagnini,2000-11-06,M,Bari,BA,2022
PH-1A13FFF2,Rosalia,Berrè,1975-10-20,F,Torino,TO,1998
PH-B973A9FC,Adriana,Crispi,2000-12-26,F,Bologna,BO,2021
PH-404E4AA4,Milena,Seddio,1994-01-12,F,Cagliari,CA,2015
PH-EE194176,Melissa,Deledda,1976-04-10,F,Milano,MI,2003
PH-6A8A633B,Benvenuto,Strangio,1971-09-10,M,Roma,RM,1992
PH-89C46776,Ida,Giusti,2000-12-06,F,Bari,BA,2019
PH-AA348987,Imelda,Lettiere,1984-03-15,F,Milano,MI,2008
PH-5DF94DAE,Annalisa,Tolentino,1966-04-28,F,Messina,ME,1991
PH-3DF15616,Fabrizia,Vigliotti,1992-04-10,F,Roma,RM,2012
PH-1A6F4F35,Nicolò,Pincherle,1964-04-07,M,Genova,GE,1984
PH-D895E543,Gianpietro,Bosurgi,1993-07-28,M,Verona,VR,2019
PH-A879C7AC,Romeo,Ruggeri,1995-09-20,M,Torino,TO,2023
PH-BFE9310B,Pina,Sagnelli,1964-12-26,F,Palermo,PA,1982
PH-FC92C6FD,Barbara,Tarantini,1991-04-11,F,Genova,GE,2015
PH-3EC397BD,Riccardo,Mercadante,1998-03-01,M,Modena,MO,2020
PH-862DE76F,Danilo,Tamburini,2002-09-12,M,Trieste,TS,2021
PH-59872A6B,Sophia,Antonello,1964-12-24,F,Parma,PR,1990
PH-560EDF35,Claudio,Pininfarina,1996-02-15,M,Trieste,TS,2023
PH-E248B0DF,Lucia,Barcaccia,1977-12-06,F,Roma,RM,2000
PH-DA3B594A,Achille,Burcardo,1996-09-17,M,Monza,MB,2016
PH-8289A7DC,Leopoldo,Tomasini,1990-09-10,M,Torino,TO,2012
PH-78A53533,Patrizia,Foconi,1989-02-28,F,Pescara,PE,2012
PH-65D50E82,Sophia,Saraceno,1966-01-02,F,Bari,BA,1986
PH-4CB9B3C4,Isa,Ortese,1961-10-23,F,Genova,GE,1983
PH-0D81AD89,Arnulfo,Garobbio,1971-02-26,M,Reggio Emilia,RE,1992
PH-12836FF7,Rodolfo,Montanariello,1994-02-05,M,Milano,MI,2020
PH-BF8D5AE7,Patrizia,Serraglio,1962-07-06,F,Verona,VR,1982
PH-4DFB080C,Vincenza,Ortese,1999-01-04,F,Bari,BA,2023
PH-61F4C8CC,Vincenza,Samele,1983-10-11,F,Palermo,PA,2009
PH-44C0A734,Damiano,Cagnotto,1963-04-11,M,Lecce,LE,1992
PH-1F52E5E0,Stefani,Gargallo,1978-10-03,F,Roma,RM,1997
PH-43E1CB64,Adamo,Mortati,1980-02-04,M,Milano,MI,2002
PH-BD738B71,Lara,Maffei,1958-10-06,F,Perugia,PG,1984
PH-4EE6B806,Paloma,Trentini,1987-01-16,F,Roma,RM,2014
PH-F0E83788,Nico,Canali,1991-06-27,M,Milano,MI,2018
PH-86D5007C,Anita,Dallara,1984-12-06,F,Pescara,PE,2013
PH-49052414,Melissa,Cimarosa,1997-05-05,F,Torino,TO,2019
PH-1FF128F6,Vincenza,Pizzo,1998-08-11,F,Brescia,BS,2018
PH-575E04B5,Coriolano,Grossi,1992-10-10,M,Bergamo,BG,2021
PH-B7A94747,Gabriele,Farina,1976-02-15,M,Bari,BA,1998
PH-7AE6D079,Dante,Perozzo,1962-05-26,M,Roma,RM,1984
PH-88731FD6,Giampiero,Saragat,2003-12-27,M,Roma,RM,2023
PH-BBED57E0,Franco,Moretti,1977-10-12,M,Milano,MI,2003
PH-A97A2E94,Bianca,Porzio,2000-02-10,F,Napoli,NA,2018
PH-54B5F0E9,Anita,Castioni,2001-07-13,F,Torino,TO,2020
PH-572199EA,Maria,Saragat,1977-06-19,F,Milano,MI,2003
PH-DE9D2F0F,Toni,Chindamo,1995-04-09,M,Sassari,SS,2022
PH-175CF4EE,Telemaco,Agnesi,2003-07-16,M,Napoli,NA,2021
PH-B0E86ECF,Nicoletta,Bellò,1991-10-13,F,Taranto,TA,2012
PH-69562EB9,Raffaele,Soranzo,2000-10-27,M,Palermo,PA,2018
PH-4804593F,Monica,Eco,1996-01-16,F,Roma,RM,2020
PH-AC901639,Tonia,Dovara,1969-02-18,F,Firenze,FI,1989
PH-B1B1DBD7,Dionigi,Cammarata,1963-04-20,M,Bari,BA,1983
PH-D281ACB5,Lina,Milanesi,1959-05-21,F,Milano,MI,1981
PH-9EDCF844,Toni,Pausini,1971-12-10,M,Genova,GE,1997
PH-6C05D90F,Lucrezia,Grassi,1969-09-04,F,Palermo,PA,1994
PH-C1F7CEB2,Guglielmo,Petruzzi,1989-05-25,M,Milano,MI,2017
PH-6BAF46CE,Isa,Majewski,1980-08-23,F,Roma,RM,2004
PH-A7A8D8C6,Maria,Chiesa,1975-01-05,F,Milano,MI,2003
PH-375AE66B,Edoardo,Pontecorvo,1979-06-11,M,Salerno,SA,2002
PH-56D5B978,Romina,Toscani,1997-04-22,F,Monza,MB,2016
PH-F496B81F,Leonardo,Versace,1971-05-16,M,Milano,MI,1994
PH-808AA7F3,Luca,Visconti,1967-07-17,M,Torino,TO,1992
PH-4B4DC297,Serafina,Gaiatto,1975-05-12,F,Perugia,PG,1997
PH-868C3385,Galasso,Foscari,1968-11-09,M,Genova,GE,1987
PH-818923AF,Jacopo,Musatti,1961-04-17,M,Torino,TO,1990
PH-2E8D9535,Donatello,Emanuelli,1958-02-13,M,Genova,GE,1984
PH-DDC134E6,Tiziano,Venier,1975-01-16,M,Padova,PD,1993
PH-02D71B78,Luigi,Carpaccio,1997-11-23,M,Modena,MO,2023
PH-10A95EA1,Mauro,Zanazzo,1988-07-24,M,Roma,RM,2013
PH-252BBCE8,Matilda,Priuli,1969-04-20,F,Cagliari,CA,1989
PH-828149AB,Sylvia,Udinese,2001-02-15,F,Padova,PD,2022
PH-25B3D49C,Giovanna,Raimondi,1969-04-24,F,Napoli,NA,1988
PH-AC8BECCC,Alessandra,Tresoldi,1963-01-03,F,Taranto,TA,1985
PH-74397541,Coriolano,Asmundo,1980-08-28,M,Perugia,PG,2005
PH-DC95CC05,Orazio,Columbo,1980-07-07,M,Genova,GE,2007
PH-E4073D76,Annamaria,Bertoni,1963-03-01,F,Bari,BA,1981
PH-C227CFDA,Erika,Interiano,1996-08-22,F,Verona,VR,2021
PH-87AB47C6,Ernesto,Luciani,1975-03-05,M,Parma,PR,2004
PH-2EDC7E11,Teresa,Gregori,1955-06-12,F,Napoli,NA,1976
PH-FC347A94,Concetta,Blasi,1961-08-20,F,Milano,MI,1984
PH-CFC5996F,Laureano,Fischetti,2003-08-03,M,Parma,PR,2023
PH-166FF9DC,Amedeo,Offredi,1979-07-03,M,Sassari,SS,1999
PH-78E897C4,Maria,Camicione,1981-09-16,F,Salerno,SA,2006
PH-27585300,Rosaria,Zampa,1982-05-24,F,Verona,VR,2007
PH-A8A017ED,Fabrizia,Zamorani,1956-01-15,F,Firenze,FI,1978
PH-F1556949,Ottavio,Gioberti,1970-03-23,M,Torino,TO,1993
PH-DF5D1C94,Tullio,Lupo,1962-05-07,M,Milano,MI,1983
PH-3255E437,Tonia,Bellini,1957-10-23,F,Bologna,BO,1978
PH-0B81E60F,Orazio,Pedersoli,1983-10-16,M,Roma,RM,2010
PH-6AF7AB20,Luciana,Mazzeo,1980-10-02,F,Perugia,PG,2009
PH-E8E3E6D8,Paola,Bernini,1971-07-27,F,Brescia,BS,1991
PH-4D4D117F,Alberico,Gregorio,1998-08-15,M,Messina,ME,2020
PH-632E5086,Gaspare,Ruberto,1957-05-01,M,Trieste,TS,1981
PH-A897CF5C,Gianluca,Pacelli,1993-11-17,M,Reggio Emilia,RE,2012
PH-F3460504,Renata,Vergerio,1969-08-07,F,Napoli,NA,1993
PH-FA6054A8,Romina,Ferretti,1971-04-15,F,Taranto,TA,1992
PH-96C03168,Fulvio,Majewski,1983-01-16,M,Lecce,LE,2005
PH-D7D4620E,Maria,Einaudi,2003-01-03,F,Roma,RM,2022
PH-263F7221,Teresa,Borrani,1991-06-12,F,Torino,TO,2020
PH-9AC80A15,Flavio,Dovara,1956-03-20,M,Perugia,PG,1983
PH-47EF87D5,Morena,Casalodi,1984-06-02,F,Roma,RM,2009
PH-216420B3,Nicolò,Barzini,1955-08-07,M,Ravenna,RA,1981
PH-8BF8A628,Pomponio,Liguori,1991-02-08,M,Lecce,LE,2010
PH-B08C03CD,Giustino,Cesarotti,1969-12-28,M,Milano,MI,1990
PH-1791022B,Ernesto,Gualtieri,1997-11-16,M,Firenze,FI,2021
PH-84B8DDCC,Adele,Montalcini,1971-05-19,F,Verona,VR,1996
PH-1C763FA8,Marissa,Costanzi,1965-10-05,F,Brescia,BS,1992
PH-2DB13BB2,Angelina,Cortese,1978-11-25,F,Bergamo,BG,1999
PH-6F0EA58E,Luigi,Berengario,2001-03-07,M,Roma,RM,2023
PH-E2B8539D,Leone,Storladi,1988-12-13,M,Torino,TO,2016
PH-9F23B424,Pina,Vidoni,1972-09-27,F,Parma,PR,1997
PH-ACFF0434,Laura,Bonomo,1976-03-15,F,Torino,TO,2005
PH-E898E087,Luciano,Trincavelli,1968-01-05,M,Roma,RM,1993
PH-3F37BCE4,Fabia,Falier,1970-04-01,F,Torino,TO,1994
PH-137F0875,Natalia,Boldù,1978-03-13,F,Torino,TO,1997
PH-D531F939,Toni,Cuomo,1956-07-02,M,Catania,CT,1980
PH-98069A31,Luciana,Vento,1965-04-22,F,Bologna,BO,1983
PH-BFDFE4B4,Ninetta,Pininfarina,1987-01-12,F,Verona,VR,2010
PH-E694275A,Carmelo,Necci,1964-05-28,M,Milano,MI,1985
PH-31972BE7,Fabia,Fusani,2002-01-21,F,Bologna,BO,2020
PH-86857902,Marco,Montanari,1967-03-21,M,Roma,RM,1986
PH-56B0EAAC,Lauretta,Magrassi,1985-12-18,F,Milano,MI,2004
PH-38B5EB37,Evangelista,Turchetta,1995-11-21,F,Padova,PD,2014
PH-A161AF4C,Martina,Zamorani,1961-08-20,F,Bari,BA,1981
PH-076CEF11,Agnolo,Carocci,1996-08-26,M,Milano,MI,2017
PH-C7DC901D,Mattia,Rusticucci,1966-04-15,M,Taranto,TA,1990
PH-52FC24F0,Gioacchino,Gori,1977-01-14,M,Catania,CT,1996
PH-DF5DDAC9,Annibale,Micheletti,1955-03-01,M,Torino,TO,1979
PH-3DE413D8,Orazio,Carli,1965-03-09,M,Monza,MB,1983
PH-E31B84CF,Orlando,Guariento,1986-02-07,M,Torino,TO,2012
PH-61F451DC,Ignazio,Armellini,1969-08-27,M,Verona,VR,1990
PH-3EF90010,Nadia,Panatta,1965-04-06,F,Milano,MI,1987
PH-C7ED52D0,Uberto,Tomasini,1956-11-12,M,Firenze,FI,1980
PH-A055CA54,Riccardo,Spinelli,2000-05-26,M,Napoli,NA,2023
PH-2E6F8C9F,Antonello,Malenchini,1975-06-20,M,Verona,VR,1998
PH-DB3C56C4,Sonia,Ferragamo,1959-01-10,F,Messina,ME,1977
PH-3EB31F0D,Ida,Tosi,1973-06-21,F,Roma,RM,1992
PH-D7E4F737,Aurora,Cafarchia,1994-09-20,F,Verona,VR,2021
PH-FD4B9D7A,Fabio,Vanvitelli,1985-04-25,M,Bari,BA,2012
PH-ACDEB6C3,Vittorio,Alfieri,1974-10-08,M,Milano,MI,2001
PH-426959BA,Baccio,Fracci,1993-07-10,M,Cagliari,CA,2017
PH-5AA2C2C9,Giampaolo,Rapisardi,1960-07-14,M,Milano,MI,1987
PH-4A36F3BC,Coluccio,Fo,1981-03-04,M,Torino,TO,2000
PH-97682DAB,Raffaellino,Bonino,1979-09-10,M,Genova,GE,1999
PH-42DAD4F9,Eraldo,Ariosto,1983-07-02,M,Bologna,BO,2002
PH-F908AC28,Romeo,Montanariello,1985-06-04,M,Torino,TO,2011
PH-09CC4463,Angelica,Brugnaro,1973-09-01,F,Brescia,BS,1991
PH-AB9DCC7E,Benito,Berrè,1959-12-02,M,Milano,MI,1983
PH-0B22C2DF,Eleanora,Gremese,1996-04-22,F,Firenze,FI,2021
PH-32540919,Benedetto,Gentilini,1997-09-11,M,Trieste,TS,2023
PH-6C4D29E1,Giuliano,Pistoletto,1960-01-15,M,Torino,TO,1980
PH-A9C1F6BE,Osvaldo,Salvemini,2002-01-08,M,Firenze,FI,2023
PH-7225C1BE,Pellegrino,Rinaldi,1956-10-18,M,Napoli,NA,1983
PH-5DEC1C40,Luchino,Antonacci,1987-09-21,M,Verona,VR,2007
PH-7ABB1A52,Lina,Casale,1989-10-24,F,Torino,TO,2015
PH-3026A8CB,Nina,Albertini,1980-06-12,F,Genova,GE,2006
PH-445A55B0,Simonetta,Bocca,1970-11-07,F,Cagliari,CA,1989
PH-BD722A38,Antonino,Bonolis,1962-03-06,M,Roma,RM,1984
PH-F8F246B9,Laura,Tedesco,1994-02-19,F,Milano,MI,2015
PH-D72C6721,Coriolano,Luzi,1960-12-28,M,Bologna,BO,1987
PH-FD9ECEFE,Tina,Manzoni,2001-04-28,F,Milano,MI,2019
PH-F78B59BB,Rosa,Broggini,1958-01-06,F,Bergamo,BG,1984
PH-CDEA4A0F,Ignazio,Romiti,1969-01-07,M,Parma,PR,1997
PH-E7EEF6D0,Liliana,Petralli,1982-02-08,F,Roma,RM,2011
PH-1E53F3D9,Stefania,Bajamonti,1966-01-19,F,Roma,RM,1991
PH-4961597A,Salvatore,Crisafulli,1994-03-24,M,Cagliari,CA,2022
PH-027EDC6A,Vittorio,Galtarossa,1983-05-17,M,Bergamo,BG,2007
PH-47397BDA,Durante,Pepe,1971-04-12,M,Bari,BA,1990
PH-010F1555,Laureano,Collina,1991-12-06,M,Napoli,NA,2010
PH-6BCA4366,Giulietta,Palombi,1993-01-23,F,Genova,GE,2011
PH-741E4CCD,Adriana,Visconti,2003-05-28,F,Messina,ME,2023
PH-635E39B3,Paoletta,Cipolla,1984-05-09,F,Pescara,PE,2013
PH-0B3B1471,Cassandra,Bassi,1965-09-26,F,Parma,PR,1992
